v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4
ham,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.",,,
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,,,
ham,i am seeking a lady in the street and a freak in the sheets. Is that you?,,,
ham,Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt,,,
spam,PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04,,,
ham,I dunno until when... Lets go learn pilates...,,,
spam,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890å£1.50 per msg,,,
ham,I'm really not up to it still tonight babe,,,
ham,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,,,
ham,A cute thought for friendship: \Its not necessary to share every secret with ur close Frnd," but watever u shared should be true\""....""",,
ham,U in town alone?,,,
ham,No no. I will check all rooms befor activities,,,
ham,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, ",,,
ham,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",,,
ham,Nope thats fine. I might have a nap tho! ,,,
ham,Wat u doing there?,,,
spam,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,,,
ham,i felt so...not any conveying reason.. Ese he... What about me?,,,
ham,Well obviously not because all the people in my cool college life went home ;_;,,,
ham,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. ",,,
ham,I just really need shit before tomorrow and I know you won't be awake before like 6,,,
ham,Both :) i shoot big loads so get ready!,,,
ham,Not sure I have the stomach for it ...,,,
ham,I did. One slice and one breadstick. Lol,,,
ham,"Hey , is * rite u put åÈ10 evey mnth is that all?",,,
ham,Yun ah.now Ì_ wkg where?btw if Ì_ go nus sc. ÌÏ wana specialise in wad?,,,
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",,,
ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,,,
ham,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,,,
ham,Hmm ill have to think about it... ok you're forgiven! =D,,,
ham,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.,,,
ham,There bold 2  &lt;#&gt; . Is that yours,,,
ham,When i have stuff to sell i.ll tell you,,,
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622",,,
ham,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,,,
spam,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,,,
ham,Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit,,,
ham,I liked the new mobile,,,
ham,The basket's gettin full so I might be by tonight,,,
ham,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! ",,,
ham,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,,,
ham,"Sorry, I'll call later",,,
ham,I'm not driving... Raining! Then i'll get caught at e mrt station lor.,,,
ham,2 and half years i missed your friendship:-),,,
spam,You have 1 new voicemail. Please call 08719181503,,,
ham,Roger that. WeÛ÷re probably going to rem in about 20,,,
ham,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing,,,
ham,Did u receive my msg?,,,
ham,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.,,,
spam,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa",,,
spam,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Callså£1/minMobsmore LKPOBOX177HP51FL,,,
ham,"Babe, I need your advice",,,
ham,Compliments to you. Was away from the system. How your side.,,,
spam,"URGENT! Your Mobile No was awarded a å£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",,,
ham,Ok i thk i got it. Then u wan me 2 come now or wat?,,,
ham,here is my new address -apples&pairs&all that malarky,,,
ham,aathi..where are you dear..,,,
ham,Reckon need to be in town by eightish to walk from * carpark.,,,
spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,,,
ham,Er mw im filled tuth is aight,,,
ham,So when do you wanna gym harri,,,
ham,Ok.. ÌÏ finishing soon?,,,
spam,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",,,
ham,I love to wine and dine my lady!,,,
ham,Thts wat Wright Brother did to fly..,,,
ham,How are you with moneY...as in to you...money aint a thing....how are you sha!,,,
ham,And stop being an old man. You get to build snowman snow angels and snowball fights.,,,
spam,"Congratulations - Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",,,
ham,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),,,
ham,ÌÏ predict wat time Ì_'ll finish buying?,,,
ham,I will send them to your email. Do you mind  &lt;#&gt;  times per night?,,,
ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,,,
ham,It means u could not keep ur words.,,,
ham,what I meant to say is cant wait to see u again getting bored of this bridgwater banter,,,
spam,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,,,
spam,Urgent! Please call 09061213237 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,,,
ham,Then she buying today? ÌÏ no need to c meh...,,,
ham,Howz that persons story,,,
ham,Y de asking like this.,,,
ham,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX,,,
ham,Dear we are going to our rubber place,,,
ham,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,,,
ham,Sos! Any amount i can get pls.,,,
ham,Here got lots of hair dresser fr china.,,,
ham,Oh baby of the house. How come you dont have any new pictures on facebook,,,
ham,COME BACK TO TAMPA FFFFUUUUUUU,,,
spam,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs",,,
ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,,,
ham,Well you told others you'd marry them...,,,
ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,,,
ham,Yes.he have good crickiting mind,,,
ham,"Could you not read me, my Love ? I answered you",,,
ham,Sweet heart how are you?,,,
ham,"That day Ì_ say Ì_ cut ur hair at paragon, is it called hair sense? Do Ì_ noe how much is a hair cut? ",,,
ham,In da car park ,,,
ham,So how's the weather over there?,,,
ham,"Erm Û_ ill pick you up at about 6.45pm. That'll give enough time to get there, park and that.",,,
ham,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!,,,
ham,Yo! Howz u? girls never rang after india. L,,,
ham,"Sorry, I'll call later",,,
ham,It only does simple arithmetic not percentages.,,,
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",,,
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",,,
ham,Hey what are you doing. Y no reply pa..,,,
ham,"\Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?\""""",,,
ham,I was slept that time.you there?,,,
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,,,
ham,We'll you pay over like  &lt;#&gt; yrs so its not too difficult,,,
ham,"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!",,,
ham,You still at the game?,,,
ham,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy",,,
ham,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?,,,
ham,Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo,,,
ham,"Yeah that's what I thought, lemme know if anything's goin on later",,,
ham,Aight well keep me informed,,,
ham,She's good. How are you. Where r u working now,,,
ham,Can you talk with me..,,,
ham,From 5 to 2 only my work timing.,,,
ham,I've told you everything will stop. Just dont let her get dehydrated.,,,
ham,Good morning princess! How are you?,,,
ham,"We're all getting worried over here, derek and taylor have already assumed the worst",,,
ham,ALRITE,,,
ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com,,,
spam,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,,,
ham,Dude ive been seeing a lotta corvettes lately,,,
ham,Many times we lose our best ones bcoz we are ,,,
ham,Okie,,,
ham,"sir, you will receive the account no another 1hr time. Sorry for the delay.",,,
ham,Hope youåÕre not having too much fun without me!! see u tomorrow love jess x,,,
ham,Watching tv now. I got new job :),,,
ham,Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u ,,,
spam,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,,,
ham,"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*",,,
ham,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,,,
ham,When u wana see it then,,,
ham,Tmr timin still da same wat cos i got lesson until 6...,,,
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,,,
ham,"Sorry that took so long, omw now",,,
ham,No da. . Vijay going to talk in jaya tv,,,
ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",,,
ham,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.",,,
ham,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.,,,
ham,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,,,
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",,,
ham,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,,,
ham,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.,,,
ham,Oh k. . I will come tomorrow,,,
ham,Where are you lover ? I need you ...,,,
ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.,,,
ham,Nope... C Ì_ then...,,,
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,,,
ham,Nah im goin 2 the wrks with j wot bout u?,,,
ham,* Will have two more cartons off u and is very pleased with shelves,,,
ham,THANX 4 PUTTIN DA FONE DOWN ON ME!!,,,
ham,How did you find out in a way that didn't include all of these details,,,
ham,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,,,
ham,"I'm back, lemme know when you're ready",,,
ham,Cause I'm not freaky lol,,,
ham,Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!,,,
ham,I cant pick the phone right now. Pls send a message,,,
ham,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...",,,
ham,Nice.nice.how is it working?,,,
ham,"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it.",,,
ham,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",,,
spam,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!,,,
spam,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost å£1.50. 2 cancel send STOP",,,
ham,Oh that was a forwarded message. I thought you send that to me,,,
ham,"Ta-Daaaaa! I am home babe, are you still up ?",,,
ham,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.",,,
ham,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!,,,
ham,Yes see ya not on the dot,,,
ham,Dont show yourself. How far. Put new pictures up on facebook.,,,
ham,I cant pick the phone right now. Pls send a message,,,
ham,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",,,
ham,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,,,
ham,No chikku nt yet.. Ya i'm free,,,
ham,Wish i were with you now!,,,
ham,What is this 'hex' place you talk of? Explain!,,,
ham,"Dear, take care. I am just reaching home.love u a lot.",,,
spam,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?,,,
ham,Do you like Italian food?,,,
ham,"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...""",,,
ham,So i asked how's anthony. Dad. And your bf,,,
ham,Sary just need Tim in the bollox &it hurt him a lot so he tol me!,,,
ham,S:)s.nervous  &lt;#&gt; :),,,
spam,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Callså£1/minMobsmoreLKPOBOX177HP51FL,,,
ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",,,
ham,what are your new years plans?,,,
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc,,,
ham,S:-)if we have one good partnership going we will take lead:),,,
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",,,
ham,"Dude u knw also telugu..thts gud..k, gud nyt..",,,
ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,,,
ham,Nope watching tv at home... Not going out. V bored...,,,
ham,Dai i downloaded but there is only exe file which i can only run that exe after installing.,,,
ham,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,,,
ham,"Do 1 thing! Change that sentence into: \Because i want 2 concentrate in my educational career im leaving here..\""""",,,
ham,No need for the drug anymore.,,,
ham,K.k.this month kotees birthday know?,,,
ham,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),,,
ham,"Like  &lt;#&gt; , same question",,,
ham,"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye.",,,
ham,Yup... I havent been there before... You want to go for the yoga? I can call up to book ,,,
ham,Ugh fuck it I'm resubbing to eve,,,
ham,Mm feeling sleepy. today itself i shall get that dear,,,
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,,,
ham,Ugh hopefully the asus ppl dont randomly do a reformat.,,,
ham,i cant talk to you now.i will call when i can.dont keep calling.,,,
ham,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.,,,
ham,Did u download the fring app?,,,
ham,I think steyn surely get one wicket:),,,
ham,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.,,,
ham,Howz that persons story,,,
ham,U still painting ur wall?,,,
ham,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.",,,
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,,,
ham,You'd like that wouldn't you? Jerk!,,,
ham,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging ,,,
ham,I hope your pee burns tonite.,,,
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,,,
ham,ÌÏ collecting ur laptop then going to configure da settings izzit?,,,
ham,ÌÏ wait 4 me in sch i finish ard 5..,,,
ham,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,,,
ham,Are you this much buzy,,,
ham,Que pases un buen tiempo or something like that,,,
ham,"Evening * v good if somewhat event laden. Will fill you in, don't you worry Û_ Head * ok but throat * wrecked. See you at six then!",,,
ham,THIS IS A LONG FUCKIN SHOWR,,,
ham,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...,,,
ham,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo,,,
ham,Ranjith cal drpd Deeraj and deepak 5min hold,,,
ham,Ok...,,,
ham,No plans yet. What are you doing ?,,,
ham,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",,,
ham,did u get that message,,,
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",,,
ham,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,,,
ham,What pa tell me.. I went to bath:-),,,
ham,I enjoy watching and playing football and basketball. Anything outdoors. And you?,,,
ham,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,,,
ham,Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with,,,
ham,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,,,
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",,,
ham,Yeah jay's sort of a fucking retard,,,
ham,"As in missionary hook up, doggy hook up, standing...|",,,
ham,Anything lor is she coming?,,,
ham,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",,,
ham,I thought slide is enough.,,,
ham,"When you just put in the + sign, choose my number and the pin will show. Right?",,,
ham,R we still meeting 4 dinner tonight?,,,
ham,Oh ic. I thought you meant mary jane.,,,
ham,Why are u up so early?,,,
ham,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...",,,
ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,,,
ham,Thanks for this hope you had a good day today,,,
ham,Why don't you wait 'til at least wednesday to see if you get your .,,,
ham,Great escape. I fancy the bridge but needs her lager. See you tomo ,,,
ham,Every monday..nxt week vl be completing..,,,
ham,o turns out i had stereo love on mi phone under the unknown album.,,,
ham,Ok...,,,
ham,Ok no prob...,,,
spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",,,
ham,Good words.... But words may leave u in dismay many times.,,,
ham,Dont know supports ass and srt i thnk. I think ps3 can play through usb too,,,
ham,Hey u still at the gym?,,,
ham,"Just checked out, heading out to drop off my stuff now",,,
ham,May i call You later Pls,,,
ham,Where at were hungry too,,,
